model,model.label,variable,variable.label,variable.mean,treatment,full.treatment.name,posterior.mean,posterior.se,5,95,25,75
strip.random,Strip random effects,sand,Sand (%),40.73333333,R,Reference,0.190484363,0.084622761,0.058510068,0.329024448,0.140613303,0.235377638
strip.plot.random,Strip and plot random effects,sand,Sand (%),40.73333333,A,Balled-and-burlapped,-0.075053056,0.063343529,-0.17432942,0.02771791,-0.110595607,-0.034973943
strip.plot.random,Strip and plot random effects,sand,Sand (%),40.73333333,B,Bareroot,0.039183929,0.085551303,-0.096142287,0.178770201,-0.012285458,0.091513665
strip.plot.random,Strip and plot random effects,sand,Sand (%),40.73333333,C,Seedling,0.057149357,0.085579816,-0.079363854,0.196096027,0.003051283,0.106556162
strip.plot.random,Strip and plot random effects,sand,Sand (%),40.73333333,D,Acorn,0.058087334,0.088768916,-0.084988396,0.197918161,0.00541004,0.112013244
strip.plot.random,Strip and plot random effects,sand,Sand (%),40.73333333,E,Seedbank,0.079999966,0.08547378,-0.057542824,0.215620321,0.024895029,0.127774032
strip.plot.random,Strip and plot random effects,sand,Sand (%),40.73333333,R,Reference,0.185526467,0.095697956,0.029312986,0.332391245,0.13082942,0.240799591
simple,Fixed effects only,silt,Silt (%),42.11111111,A,Balled-and-burlapped,0.054768899,0.025307819,0.013722952,0.097069812,0.038978619,0.072672252
simple,Fixed effects only,silt,Silt (%),42.11111111,B,Bareroot,-0.042790099,0.036824006,-0.103112313,0.017985824,-0.069478844,-0.020483231
simple,Fixed effects only,silt,Silt (%),42.11111111,C,Seedling,-0.031768683,0.036376192,-0.092152361,0.027379221,-0.055349273,-0.006835625
simple,Fixed effects only,silt,Silt (%),42.11111111,D,Acorn,-0.044236439,0.036713538,-0.104531227,0.016098019,-0.070851912,-0.021777752
simple,Fixed effects only,silt,Silt (%),42.11111111,E,Seedbank,-0.06961373,0.037057049,-0.13253533,-0.010512601,-0.095088273,-0.045400769
simple,Fixed effects only,silt,Silt (%),42.11111111,R,Reference,-0.153522568,0.038983387,-0.216694601,-0.089243494,-0.17785312,-0.125455499
strip.random,Strip random effects,silt,Silt (%),42.11111111,A,Balled-and-burlapped,0.06026317,0.039403342,-0.002280237,0.1224802,0.03586683,0.082890775
strip.random,Strip random effects,silt,Silt (%),42.11111111,B,Bareroot,-0.048853827,0.053069254,-0.133787052,0.035275038,-0.078775689,-0.014786611
strip.random,Strip random effects,silt,Silt (%),42.11111111,C,Seedling,-0.03776924,0.052871614,-0.123004822,0.046085577,-0.065824499,-0.001921937
strip.random,Strip random effects,silt,Silt (%),42.11111111,D,Acorn,-0.05240785,0.055999471,-0.141655886,0.036995309,-0.083101429,-0.015804444
strip.random,Strip random effects,silt,Silt (%),42.11111111,E,Seedbank,-0.075335425,0.053244565,-0.162560537,0.007447573,-0.10448454,-0.038948841
strip.random,Strip random effects,silt,Silt (%),42.11111111,R,Reference,-0.158898952,0.064170387,-0.259260951,-0.056543188,-0.194044366,-0.119325898
strip.plot.random,Strip and plot random effects,silt,Silt (%),42.11111111,A,Balled-and-burlapped,0.055249536,0.066336627,-0.052643934,0.158982726,0.017925212,0.096689178
strip.plot.random,Strip and plot random effects,silt,Silt (%),42.11111111,B,Bareroot,-0.044492408,0.090619414,-0.185717349,0.102440829,-0.102417513,0.006849436
strip.plot.random,Strip and plot random effects,silt,Silt (%),42.11111111,C,Seedling,-0.033091082,0.091859006,-0.178066497,0.114659618,-0.094177027,0.017391248
strip.plot.random,Strip and plot random effects,silt,Silt (%),42.11111111,D,Acorn,-0.048271534,0.093966315,-0.198475081,0.101252145,-0.101205065,0.011030827
strip.plot.random,Strip and plot random effects,silt,Silt (%),42.11111111,E,Seedbank,-0.072031872,0.091737229,-0.217606595,0.075735317,-0.129593205,-0.018599223
strip.plot.random,Strip and plot random effects,silt,Silt (%),42.11111111,R,Reference,-0.156994967,0.100982913,-0.317396299,0.003908487,-0.214181613,-0.096285067
simple,Fixed effects only,clay,Clay (%),17.15555556,A,Balled-and-burlapped,0.012185767,0.032477361,-0.040302974,0.066348742,-0.008223777,0.035427524
simple,Fixed effects only,clay,Clay (%),17.15555556,B,Bareroot,0.030703383,0.045570315,-0.045226099,0.104325971,-0.00099535,0.06000136
simple,Fixed effects only,clay,Clay (%),17.15555556,C,Seedling,-0.038740614,0.046833388,-0.116549451,0.037779341,-0.069020979,-0.006322352
simple,Fixed effects only,clay,Clay (%),17.15555556,D,Acorn,-0.007332476,0.046293772,-0.083010917,0.068718162,-0.041069933,0.020750009
simple,Fixed effects only,clay,Clay (%),17.15555556,E,Seedbank,0.000341444,0.046072435,-0.075068884,0.076624919,-0.02779876,0.033651539
simple,Fixed effects only,clay,Clay (%),17.15555556,R,Reference,-0.071236164,0.04796537,-0.150915102,0.006714872,-0.102323908,-0.038193687
strip.random,Strip random effects,clay,Clay (%),17.15555556,A,Balled-and-burlapped,0.015116775,0.051026279,-0.06429316,0.09876953,-0.01618448,0.044158239
strip.random,Strip random effects,clay,Clay (%),17.15555556,B,Bareroot,0.027045164,0.06801036,-0.085393264,0.131634243,-0.011773631,0.070405645
strip.random,Strip random effects,clay,Clay (%),17.15555556,C,Seedling,-0.042774882,0.068801136,-0.154127155,0.067197847,-0.085488106,-0.002125831
strip.random,Strip random effects,clay,Clay (%),17.15555556,D,Acorn,-0.00821,0.072384156,-0.125789176,0.10594971,-0.050931995,0.034912607
strip.random,Strip random effects,clay,Clay (%),17.15555556,E,Seedbank,-0.00362278,0.0680425,-0.110885927,0.106260004,-0.044764792,0.037882689
strip.random,Strip random effects,clay,Clay (%),17.15555556,R,Reference,-0.073684234,0.083193655,-0.203365154,0.060222598,-0.119252138,-0.024471807
strip.plot.random,Strip and plot random effects,clay,Clay (%),17.15555556,A,Balled-and-burlapped,0.012615386,0.067490252,-0.095649347,0.118575307,-0.025911114,0.054429762
strip.plot.random,Strip and plot random effects,clay,Clay (%),17.15555556,B,Bareroot,0.028565798,0.091997603,-0.118564215,0.175175462,-0.02727448,0.082689868
strip.plot.random,Strip and plot random effects,clay,Clay (%),17.15555556,C,Seedling,-0.041457186,0.092569139,-0.186839095,0.106965078,-0.094386743,0.016285961
strip.plot.random,Strip and plot random effects,clay,Clay (%),17.15555556,D,Acorn,-0.007638436,0.0958651,-0.159637801,0.143996941,-0.065895105,0.047929366
strip.plot.random,Strip and plot random effects,clay,Clay (%),17.15555556,E,Seedbank,-0.001663831,0.092963121,-0.149704787,0.146559551,-0.059555956,0.051046043
strip.plot.random,Strip and plot random effects,clay,Clay (%),17.15555556,R,Reference,-0.073449196,0.103977039,-0.241428439,0.086110558,-0.134020724,-0.013329839
simple,Fixed effects only,ph,pH,7.636666667,A,Balled-and-burlapped,0.007325058,0.005444011,-0.001568952,0.016267,0.00360497,0.010958064
simple,Fixed effects only,ph,pH,7.636666667,B,Bareroot,0.006091825,0.007667805,-0.006433908,0.018834871,0.000863695,0.01104513
simple,Fixed effects only,ph,pH,7.636666667,C,Seedling,-0.005159427,0.007724971,-0.018234237,0.007193198,-0.010338064,-5.66E-05
simple,Fixed effects only,ph,pH,7.636666667,D,Acorn,-0.007805032,0.007693794,-0.020671518,0.004641313,-0.012438752,-0.002173442
simple,Fixed effects only,ph,pH,7.636666667,E,Seedbank,-0.012165709,0.007757896,-0.025316164,0.000194907,-0.017107189,-0.006751558
simple,Fixed effects only,ph,pH,7.636666667,R,Reference,-0.025411825,0.007791045,-0.037536821,-0.011961375,-0.030760754,-0.020320794
strip.random,Strip random effects,ph,pH,7.636666667,A,Balled-and-burlapped,0.007172973,0.006846169,-0.003544704,0.018464597,0.003020489,0.011689772
strip.random,Strip random effects,ph,pH,7.636666667,B,Bareroot,0.006239106,0.009320016,-0.008749917,0.021302525,0.000729634,0.012608799
strip.random,Strip random effects,ph,pH,7.636666667,C,Seedling,-0.005051605,0.009404869,-0.020599738,0.009780851,-0.011315604,0.000723429
strip.random,Strip random effects,ph,pH,7.636666667,D,Acorn,-0.007904934,0.00967102,-0.023029705,0.008184161,-0.014026579,-0.001828719
strip.random,Strip random effects,ph,pH,7.636666667,E,Seedbank,-0.012018702,0.009328206,-0.026528412,0.003500652,-0.018528662,-0.006549401
strip.random,Strip random effects,ph,pH,7.636666667,R,Reference,-0.025203659,0.010465378,-0.041644289,-0.008316731,-0.03131572,-0.018433539
strip.plot.random,Strip and plot random effects,ph,pH,7.636666667,A,Balled-and-burlapped,0.007242865,0.007582823,-0.005527566,0.018994919,0.002720173,0.0122217
strip.plot.random,Strip and plot random effects,ph,pH,7.636666667,B,Bareroot,0.006139932,0.010371655,-0.010718161,0.022628815,-0.000702723,0.012476691
strip.plot.random,Strip and plot random effects,ph,pH,7.636666667,C,Seedling,-0.00507846,0.010480367,-0.0214895,0.012363278,-0.012179408,0.001139734
strip.plot.random,Strip and plot random effects,ph,pH,7.636666667,D,Acorn,-0.007894676,0.010814554,-0.025016789,0.009709521,-0.014523295,-0.001083794
strip.plot.random,Strip and plot random effects,ph,pH,7.636666667,E,Seedbank,-0.012176598,0.010417291,-0.029294751,0.004566506,-0.018424996,-0.005225773
strip.plot.random,Strip and plot random effects,ph,pH,7.636666667,R,Reference,-0.025383143,0.011585058,-0.043654989,-0.006919654,-0.032775921,-0.018704064
simple,Fixed effects only,p,P (ppm),106.2333333,A,Balled-and-burlapped,0.045460157,0.032467154,-0.005873699,0.100638724,0.026197367,0.069802562
simple,Fixed effects only,p,P (ppm),106.2333333,B,Bareroot,0.03074627,0.045319401,-0.042361113,0.106923456,0.000555464,0.060894498
simple,Fixed effects only,p,P (ppm),106.2333333,C,Seedling,-0.00298001,0.046039207,-0.080019149,0.071419827,-0.032341622,0.029282761
simple,Fixed effects only,p,P (ppm),106.2333333,D,Acorn,-0.002467256,0.045996993,-0.078931233,0.071456674,-0.036517028,0.025434688
simple,Fixed effects only,p,P (ppm),106.2333333,E,Seedbank,-0.033633845,0.046723213,-0.109090899,0.044664217,-0.065279151,-0.002951374
simple,Fixed effects only,p,P (ppm),106.2333333,R,Reference,-0.31383704,0.054941136,-0.402292532,-0.221318849,-0.348944928,-0.276363547
strip.random,Strip random effects,p,P (ppm),106.2333333,A,Balled-and-burlapped,0.042855749,0.04616856,-0.031381621,0.115400126,0.01860909,0.074735361
strip.random,Strip random effects,p,P (ppm),106.2333333,B,Bareroot,0.032115634,0.061880863,-0.067416916,0.131340596,-0.008233842,0.068135239
strip.random,Strip random effects,p,P (ppm),106.2333333,C,Seedling,-0.001538908,0.062610916,-0.102358061,0.096534155,-0.041091099,0.036148683
strip.random,Strip random effects,p,P (ppm),106.2333333,D,Acorn,0.001054185,0.065788929,-0.105604811,0.104487547,-0.040745903,0.038918226
strip.random,Strip random effects,p,P (ppm),106.2333333,E,Seedbank,-0.031590483,0.062965007,-0.130809193,0.068755864,-0.070329781,0.007342617
strip.random,Strip random effects,p,P (ppm),106.2333333,R,Reference,-0.311661809,0.078785608,-0.439357054,-0.18857427,-0.35647772,-0.26167524
strip.plot.random,Strip and plot random effects,p,P (ppm),106.2333333,A,Balled-and-burlapped,0.042401917,0.056658007,-0.048182809,0.132174212,0.006091988,0.074316675
strip.plot.random,Strip and plot random effects,p,P (ppm),106.2333333,B,Bareroot,0.03266954,0.076432912,-0.093868793,0.152447876,-0.015119589,0.077767451
strip.plot.random,Strip and plot random effects,p,P (ppm),106.2333333,C,Seedling,-0.001335315,0.077228705,-0.12580676,0.121658669,-0.047734649,0.046497398
strip.plot.random,Strip and plot random effects,p,P (ppm),106.2333333,D,Acorn,0.001133224,0.079994349,-0.12497469,0.130473337,-0.048309772,0.048024422
strip.plot.random,Strip and plot random effects,p,P (ppm),106.2333333,E,Seedbank,-0.032317505,0.0778177,-0.154674376,0.09448956,-0.081853737,0.012018977
strip.plot.random,Strip and plot random effects,p,P (ppm),106.2333333,R,Reference,-0.312111205,0.091246024,-0.45735465,-0.168059006,-0.367102176,-0.257536405
simple,Fixed effects only,k,K (ppm),67.74444444,A,Balled-and-burlapped,-0.097613062,0.086492313,-0.23754035,0.043500958,-0.145604166,-0.031516034
simple,Fixed effects only,k,K (ppm),67.74444444,B,Bareroot,0.050209451,0.119671548,-0.146123294,0.24665109,-0.032822428,0.124600153
simple,Fixed effects only,k,K (ppm),67.74444444,C,Seedling,-0.143121729,0.132272261,-0.35779879,0.076550337,-0.221300221,-0.046655209
simple,Fixed effects only,k,K (ppm),67.74444444,D,Acorn,0.31644428,0.106539854,0.135859628,0.485274879,0.247302404,0.388014123
simple,Fixed effects only,k,K (ppm),67.74444444,E,Seedbank,0.221447426,0.110553908,0.039502138,0.402415836,0.144712919,0.291562679
simple,Fixed effects only,k,K (ppm),67.74444444,R,Reference,0.014334689,0.121360323,-0.190246014,0.208241059,-0.064294733,0.096873606
strip.random,Strip random effects,k,K (ppm),67.74444444,A,Balled-and-burlapped,-0.105420036,0.108578259,-0.284234062,0.067432331,-0.159227724,-0.023532694
strip.random,Strip random effects,k,K (ppm),67.74444444,B,Bareroot,0.056215998,0.145974653,-0.181534291,0.289406425,-0.038772854,0.146332672
strip.random,Strip random effects,k,K (ppm),67.74444444,C,Seedling,-0.139515418,0.155555543,-0.396945133,0.107815187,-0.239368315,-0.041766485
strip.random,Strip random effects,k,K (ppm),67.74444444,D,Acorn,0.318394163,0.14220564,0.089383667,0.544393697,0.22958299,0.405532986
strip.random,Strip random effects,k,K (ppm),67.74444444,E,Seedbank,0.225845526,0.139377517,-0.000206187,0.447137145,0.133222027,0.308263363
strip.random,Strip random effects,k,K (ppm),67.74444444,R,Reference,0.021297969,0.166248372,-0.241562158,0.285076669,-0.0830696,0.116045399
strip.plot.random,Strip and plot random effects,k,K (ppm),67.74444444,A,Balled-and-burlapped,-0.111428031,0.140767276,-0.333951153,0.113979202,-0.185494102,-0.015463046
strip.plot.random,Strip and plot random effects,k,K (ppm),67.74444444,B,Bareroot,0.055533039,0.192001321,-0.245760782,0.368439175,-0.057016488,0.173173325
strip.plot.random,Strip and plot random effects,k,K (ppm),67.74444444,C,Seedling,-0.139564328,0.199247667,-0.457083269,0.182505371,-0.267021289,-0.020851836
strip.plot.random,Strip and plot random effects,k,K (ppm),67.74444444,D,Acorn,0.322944432,0.190307846,0.019145224,0.626125631,0.195522586,0.423429089
strip.plot.random,Strip and plot random effects,k,K (ppm),67.74444444,E,Seedbank,0.228028177,0.186784328,-0.073818437,0.523357306,0.117021626,0.342058846
strip.plot.random,Strip and plot random effects,k,K (ppm),67.74444444,R,Reference,0.026405509,0.212406294,-0.311611218,0.360799769,-0.098152861,0.149599461
simple,Fixed effects only,ca,Ca (ppm),6541.288889,A,Balled-and-burlapped,0.023362184,0.027449634,-0.021388043,0.068571547,0.006349358,0.043288681
simple,Fixed effects only,ca,Ca (ppm),6541.288889,B,Bareroot,-0.042539223,0.039813957,-0.106438079,0.024465505,-0.068996205,-0.015680207
simple,Fixed effects only,ca,Ca (ppm),6541.288889,C,Seedling,-0.051289671,0.040131962,-0.11946125,0.012207018,-0.078294665,-0.024565718
simple,Fixed effects only,ca,Ca (ppm),6541.288889,D,Acorn,0.055442287,0.03796167,-0.007961787,0.116882298,0.031159156,0.08187592
simple,Fixed effects only,ca,Ca (ppm),6541.288889,E,Seedbank,-0.010128285,0.039313079,-0.075554418,0.053509303,-0.036340526,0.016246539
simple,Fixed effects only,ca,Ca (ppm),6541.288889,R,Reference,-0.106700372,0.041238798,-0.172973069,-0.037652263,-0.132822887,-0.077544077
strip.random,Strip random effects,ca,Ca (ppm),6541.288889,A,Balled-and-burlapped,0.018692338,0.043727094,-0.049876526,0.089481501,-0.002510545,0.049427097
strip.random,Strip random effects,ca,Ca (ppm),6541.288889,B,Bareroot,-0.038295814,0.058908585,-0.135954145,0.05252373,-0.076721697,-0.005410178
strip.random,Strip random effects,ca,Ca (ppm),6541.288889,C,Seedling,-0.047259016,0.058966791,-0.141899445,0.04540906,-0.084688235,-0.013166349
strip.random,Strip random effects,ca,Ca (ppm),6541.288889,D,Acorn,0.053177813,0.060755877,-0.044623388,0.150452758,0.017766081,0.089443413
strip.random,Strip random effects,ca,Ca (ppm),6541.288889,E,Seedbank,-0.006165189,0.058846261,-0.10007546,0.087482005,-0.042094452,0.028798794
strip.random,Strip random effects,ca,Ca (ppm),6541.288889,R,Reference,-0.101607032,0.071316113,-0.216695132,0.008837167,-0.141348121,-0.059405222
strip.plot.random,Strip and plot random effects,ca,Ca (ppm),6541.288889,A,Balled-and-burlapped,0.019802834,0.057005458,-0.070664182,0.11296203,-0.011327773,0.056985527
strip.plot.random,Strip and plot random effects,ca,Ca (ppm),6541.288889,B,Bareroot,-0.03981327,0.078559733,-0.164635087,0.087391318,-0.087571337,0.00785746
strip.plot.random,Strip and plot random effects,ca,Ca (ppm),6541.288889,C,Seedling,-0.049347868,0.07861811,-0.175223515,0.076979178,-0.09690539,-0.001065609
strip.plot.random,Strip and plot random effects,ca,Ca (ppm),6541.288889,D,Acorn,0.054057727,0.080325007,-0.07348573,0.184535452,0.00317457,0.098894084
strip.plot.random,Strip and plot random effects,ca,Ca (ppm),6541.288889,E,Seedbank,-0.007705576,0.078757177,-0.130976279,0.121655637,-0.054918764,0.040907591
strip.plot.random,Strip and plot random effects,ca,Ca (ppm),6541.288889,R,Reference,-0.104551176,0.087905557,-0.244217595,0.034435618,-0.160482284,-0.056507579
simple,Fixed effects only,mg,Mg (ppm),560.5888889,A,Balled-and-burlapped,-0.087339692,0.039297894,-0.15083492,-0.021924197,-0.111616795,-0.059396872
simple,Fixed effects only,mg,Mg (ppm),560.5888889,B,Bareroot,0.083013554,0.053658031,-0.002803187,0.17301693,0.051064941,0.122417183
simple,Fixed effects only,mg,Mg (ppm),560.5888889,C,Seedling,0.052117208,0.054051227,-0.036214194,0.141565769,0.014518465,0.086225536
simple,Fixed effects only,mg,Mg (ppm),560.5888889,D,Acorn,0.066330314,0.053674032,-0.019449874,0.156751371,0.031407487,0.102718959
simple,Fixed effects only,mg,Mg (ppm),560.5888889,E,Seedbank,0.024849899,0.054474951,-0.064315407,0.11423589,-0.013483236,0.059298258
simple,Fixed effects only,mg,Mg (ppm),560.5888889,R,Reference,0.263172953,0.049383597,0.182204486,0.344605848,0.231084348,0.296989684
strip.random,Strip random effects,mg,Mg (ppm),560.5888889,A,Balled-and-burlapped,-0.091264786,0.048318407,-0.167322943,-0.01310481,-0.118469934,-0.057710487
strip.random,Strip random effects,mg,Mg (ppm),560.5888889,B,Bareroot,0.085903555,0.06392015,-0.016637937,0.188547668,0.043207388,0.124573698
strip.random,Strip random effects,mg,Mg (ppm),560.5888889,C,Seedling,0.055371726,0.064798814,-0.050357194,0.158675067,0.016320637,0.098433918
strip.random,Strip random effects,mg,Mg (ppm),560.5888889,D,Acorn,0.069619683,0.06615053,-0.035095252,0.177688019,0.02524886,0.108948028
strip.random,Strip random effects,mg,Mg (ppm),560.5888889,E,Seedbank,0.028264007,0.065095177,-0.07729884,0.132318249,-0.013153092,0.06998536
strip.random,Strip random effects,mg,Mg (ppm),560.5888889,R,Reference,0.267091326,0.068376993,0.159881932,0.376083167,0.220556812,0.302662522
strip.plot.random,Strip and plot random effects,mg,Mg (ppm),560.5888889,A,Balled-and-burlapped,-0.092205794,0.055605165,-0.179858768,-0.001388025,-0.12478252,-0.055210803
strip.plot.random,Strip and plot random effects,mg,Mg (ppm),560.5888889,B,Bareroot,0.086468474,0.074758596,-0.03260047,0.208162024,0.039376397,0.133377812
strip.plot.random,Strip and plot random effects,mg,Mg (ppm),560.5888889,C,Seedling,0.055311969,0.07581616,-0.072406618,0.172140568,0.006700623,0.102321073
strip.plot.random,Strip and plot random effects,mg,Mg (ppm),560.5888889,D,Acorn,0.069704222,0.077734802,-0.055129524,0.194301467,0.017279201,0.113584752
strip.plot.random,Strip and plot random effects,mg,Mg (ppm),560.5888889,E,Seedbank,0.028251376,0.076131648,-0.093996662,0.151862857,-0.023137365,0.071932082
strip.plot.random,Strip and plot random effects,mg,Mg (ppm),560.5888889,R,Reference,0.267283569,0.079484142,0.137695834,0.390960272,0.216564035,0.311794641
simple,Fixed effects only,som.percent,SOM (%),5.616666667,A,Balled-and-burlapped,-0.091085783,0.029772157,-0.139558841,-0.041848759,-0.109643964,-0.069900209
simple,Fixed effects only,som.percent,SOM (%),5.616666667,B,Bareroot,0.082071541,0.040361785,0.015515826,0.147634014,0.055283556,0.109351281
simple,Fixed effects only,som.percent,SOM (%),5.616666667,C,Seedling,0.037995936,0.041501807,-0.030469237,0.105748582,0.011305282,0.066875021
simple,Fixed effects only,som.percent,SOM (%),5.616666667,D,Acorn,0.072533194,0.040322674,0.006575572,0.139513917,0.046112747,0.099444116
simple,Fixed effects only,som.percent,SOM (%),5.616666667,E,Seedbank,0.141627202,0.039304722,0.078238784,0.207026098,0.116421181,0.168894743
simple,Fixed effects only,som.percent,SOM (%),5.616666667,R,Reference,0.193319915,0.038669423,0.131593033,0.25923686,0.168923255,0.220218273
strip.random,Strip random effects,som.percent,SOM (%),5.616666667,A,Balled-and-burlapped,-0.098380277,0.043740347,-0.167404516,-0.028119174,-0.120780868,-0.067872278
strip.random,Strip random effects,som.percent,SOM (%),5.616666667,B,Bareroot,0.088828287,0.057368061,-0.002288184,0.180524399,0.049682391,0.119498532
strip.random,Strip random effects,som.percent,SOM (%),5.616666667,C,Seedling,0.045005286,0.058125457,-0.048071838,0.137276423,0.006959659,0.077834815
strip.random,Strip random effects,som.percent,SOM (%),5.616666667,D,Acorn,0.078468573,0.06069808,-0.017048865,0.175209261,0.038128886,0.111045234
strip.random,Strip random effects,som.percent,SOM (%),5.616666667,E,Seedbank,0.148195979,0.0563872,0.057283886,0.237826577,0.109225984,0.177901198
strip.random,Strip random effects,som.percent,SOM (%),5.616666667,R,Reference,0.200256585,0.066147841,0.097692848,0.307608566,0.159775938,0.235433425
strip.plot.random,Strip and plot random effects,som.percent,SOM (%),5.616666667,A,Balled-and-burlapped,-0.097101892,0.046211484,-0.172394371,-0.023805608,-0.121459181,-0.064710841
strip.plot.random,Strip and plot random effects,som.percent,SOM (%),5.616666667,B,Bareroot,0.087320193,0.061164808,-0.009524725,0.187217941,0.048085869,0.12378494
strip.plot.random,Strip and plot random effects,som.percent,SOM (%),5.616666667,C,Seedling,0.0433789,0.06229391,-0.056631456,0.14252617,0.004107001,0.080091514
strip.plot.random,Strip and plot random effects,som.percent,SOM (%),5.616666667,D,Acorn,0.076716456,0.063950936,-0.026547595,0.177420358,0.036473621,0.115041424
strip.plot.random,Strip and plot random effects,som.percent,SOM (%),5.616666667,E,Seedbank,0.146718805,0.060557485,0.047975074,0.243207637,0.10853868,0.182818242
